gid,role,role_score,cluster_id,priority_score,evidence
100000000343175100,coordinator,0.69,13,0.6538,"Признаки координации: получает от 8 плательщиков (179 тыс ₸), рассылает 31 получателям (4,0 млн ₸) (seed: входящие неполны)"
100000000456947100,peripheral,1.0,0,0.0,Нет переводов ≥5 000 ₸ в выгрузке (seed)
100000000580561100,peripheral,0.8,35,0.3335,"Признаков роли не выявлено: вход 2 (28 тыс ₸), выход 3 (1,5 млн ₸) (seed: входящие неполны)"
100000001415126100,peripheral,0.9,16,0.2258,"Признаков роли не выявлено: вход 1 (27 тыс ₸), выход 0 (0 ₸) (seed: входящие неполны)"
100000001429930100,peripheral,0.9,17,0.2146,"Признаков роли не выявлено: вход 1 (26 тыс ₸), выход 0 (0 ₸) (seed: входящие неполны)"
100000001616816100,consolidator,0.5,9,0.6069,"Признаки консолидации: получает от 5 разных плательщиков, 176 тыс ₸, отдаёт дальше 103% полученного"
100000001732159100,peripheral,0.8,14,0.5159,"Признаков роли не выявлено: вход 2 (2,4 млн ₸), выход 4 (1,5 млн ₸) (seed: входящие неполны)"
100000002527114100,distributor,0.991,5,0.5866,"Веерное распределение: 111 получателей, 3,3 млн ₸, отдаёт дальше 2550% полученного (seed: входящие неполны)"
100000002916006100,peripheral,0.95,16,0.0726,"Признаков роли не выявлено: вход 0 (0 ₸), выход 1 (32 тыс ₸) (seed: входящие неполны)"
100000003016635100,coordinator,0.778,2,0.6436,"Признаки координации: получает от 8 плательщиков (587 тыс ₸), рассылает 73 получателям (9,4 млн ₸) (seed: входящие неполны)"
100000003200071100,peripheral,0.95,46,0.0682,"Признаков роли не выявлено: вход 0 (0 ₸), выход 1 (30 тыс ₸) (seed: входящие неполны)"
100000003265658100,peripheral,1.0,0,0.0,Нет переводов ≥5 000 ₸ в выгрузке (seed)
100000003349739100,peripheral,1.0,0,0.0,Нет переводов ≥5 000 ₸ в выгрузке (seed)
100000003684369100,coordinator,0.936,8,0.8101,"Признаки координации: получает от 24 плательщиков (3,8 млн ₸), рассылает 62 получателям (8,6 млн ₸) (seed: входящие неполны)"
100000003770083100,peripheral,1.0,0,0.0,Нет переводов ≥5 000 ₸ в выгрузке (seed)
100000003975102100,peripheral,0.9,2,0.3271,"Признаков роли не выявлено: вход 1 (26 тыс ₸), выход 2 (88 тыс ₸) (seed: входящие неполны)"
100000003977183100,peripheral,0.8,9,0.2827,"Признаков роли не выявлено: вход 2 (124 тыс ₸), выход 4 (766 тыс ₸) (seed: входящие неполны)"
100000004007116100,terminal,0.981,24,0.4011,"Конечный получатель: 765 тыс ₸ от 3 плательщиков, дальше уходит 19% (колено 0)"
100000004019124100,terminal,0.891,2,0.5268,"Конечный получатель: 193 тыс ₸ от 3 плательщиков, исходящих нет (колено 0)"
100000004021459100,peripheral,1.0,0,0.0,Нет переводов ≥5 000 ₸ в выгрузке (seed)
100000004041163100,peripheral,0.9,16,0.5238,"Признаков роли не выявлено: вход 1 (50 тыс ₸), выход 2 (866 тыс ₸) (seed: входящие неполны)"
100000004174835100,peripheral,1.0,0,0.0,Нет переводов ≥5 000 ₸ в выгрузке (seed)
100000004193835100,peripheral,0.9,2,0.3026,"Признаков роли не выявлено: вход 1 (47 тыс ₸), выход 1 (5 тыс ₸) (seed: входящие неполны)"
100000004269433100,peripheral,0.95,13,0.2147,"Признаков роли не выявлено: вход 0 (0 ₸), выход 1 (1,4 млн ₸) (seed: входящие неполны)"
100000004358004100,distributor,0.519,8,0.3125,"Веерное распределение: 11 получателей, 981 тыс ₸ (seed: входящие неполны)"
100000004388983100,peripheral,0.9,45,0.1898,"Признаков роли не выявлено: вход 0 (0 ₸), выход 2 (451 тыс ₸) (seed: входящие неполны)"
100000004714705100,peripheral,0.95,16,0.0782,"Признаков роли не выявлено: вход 0 (0 ₸), выход 1 (37 тыс ₸) (seed: входящие неполны)"
100000004723755100,peripheral,0.95,8,0.1274,"Признаков роли не выявлено: вход 0 (0 ₸), выход 1 (95 тыс ₸) (seed: входящие неполны)"
100000004813068100,peripheral,0.85,12,0.1722,"Признаков роли не выявлено: вход 0 (0 ₸), выход 3 (297 тыс ₸) (seed: входящие неполны)"
100000004971871100,peripheral,0.9,43,0.153,"Признаков роли не выявлено: вход 1 (25 тыс ₸), выход 1 (6 тыс ₸) (seed: входящие неполны)"
100000005017150100,peripheral,1.0,0,0.0,Нет переводов ≥5 000 ₸ в выгрузке (seed)
100000005087431100,peripheral,1.0,0,0.0,Нет переводов ≥5 000 ₸ в выгрузке (seed)
100000005235389100,peripheral,1.0,0,0.0,Нет переводов ≥5 000 ₸ в выгрузке (seed)
100000005264990100,peripheral,0.9,16,0.3504,"Признаков роли не выявлено: вход 1 (17 тыс ₸), выход 2 (122 тыс ₸) (seed: входящие неполны)"
100000005370580100,peripheral,0.9,17,0.2093,"Признаков роли не выявлено: вход 1 (24 тыс ₸), выход 0 (0 ₸) (seed: входящие неполны)"
